accx,accy,accz,gyrx,gyry,gyrz,anglex,angley,anglez,magx,magy,magz
-0.0980000000,0.0240000000,-1.0000000000,0.0017453293,0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-422,211,235
-0.0980000000,0.0250000000,-1.0010000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,212,237
-0.0980000000,0.0250000000,-1.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0987856357,3.1166344453,2.3230332344,-424,211,234
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0017453293,0.0987856357,3.1166344453,2.3230332344,-420,208,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0017453293,0.0987856357,3.1166344453,2.3230332344,-420,208,238
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0987856357,3.1166344453,2.3230332344,-419,212,236
-0.1000000000,0.0250000000,-0.9990000000,-0.0017453293,0.0017453293,0.0034906585,0.0989601686,3.1166344453,2.3230332344,-420,206,238
-0.1000000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,210,240
-0.1000000000,0.0240000000,-0.9990000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-418,206,236
-0.0980000000,0.0240000000,-0.9980000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1166344453,2.3230332344,-423,210,241
-0.0980000000,0.0240000000,-0.9980000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-422,211,239
-0.0990000000,0.0240000000,-0.9980000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-422,210,239
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-424,211,238
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0034906585,0.0989601686,3.1168089782,2.3230332344,-419,209,237
-0.0990000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-421,208,240
-0.0990000000,0.0240000000,-1.0010000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,208,233
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,211,236
-0.1000000000,0.0250000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,209,236
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-420,210,239
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0017453293,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-419,211,242
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,211,242
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-420,211,242
-0.0990000000,0.0250000000,-1.0000000000,-0.0017453293,-0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,211,245
-0.0990000000,0.0250000000,-0.9990000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-417,209,238
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-417,209,240
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-419,212,237
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-419,207,233
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-420,209,240
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1166344453,2.3230332344,-419,209,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-417,208,239
-0.0990000000,0.0240000000,-0.9990000000,0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-419,208,241
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-415,208,237
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-421,211,241
-0.0990000000,0.0250000000,-0.9980000000,0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-420,209,236
-0.0990000000,0.0240000000,-0.9980000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-419,210,238
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-418,210,238
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,211,238
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,213,237
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-420,209,237
-0.0980000000,0.0240000000,-0.9990000000,0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,211,238
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-418,208,236
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-420,210,242
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-416,209,237
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-417,208,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-418,211,235
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,-0.0017453293,0.0989601686,3.1166344453,2.3230332344,-420,213,235
-0.1000000000,0.0240000000,-1.0000000000,0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1166344453,2.3230332344,-417,211,231
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-422,213,234
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0052359878,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-419,208,237
-0.0980000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1166344453,2.3230332344,-421,213,240
-0.0980000000,0.0240000000,-1.0000000000,0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,210,235
-0.0980000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,215,238
-0.0980000000,0.0240000000,-1.0000000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-419,213,237
-0.0980000000,0.0250000000,-1.0000000000,0.0017453293,0.0034906585,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-421,208,239
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0017453293,0.0017453293,0.0987856357,3.1166344453,2.3230332344,-419,208,237
-0.0990000000,0.0250000000,-0.9990000000,-0.0017453293,0.0017453293,0.0000000000,0.0987856357,3.1166344453,2.3230332344,-415,210,238
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0987856357,3.1166344453,2.3230332344,-418,208,238
-0.0990000000,0.0230000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0987856357,3.1166344453,2.3230332344,-419,206,237
-0.0990000000,0.0230000000,-1.0000000000,0.0000000000,-0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-419,210,235
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-423,208,239
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-423,211,238
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,211,235
-0.0990000000,0.0250000000,-1.0000000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-425,210,238
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0017453293,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-418,210,238
-0.1000000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,-0.0034906585,0.0989601686,3.1168089782,2.3230332344,-419,207,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,211,239
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,212,238
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,211,235
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,208,234
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-418,210,239
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,211,236
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-418,207,239
-0.0980000000,0.0250000000,-0.9990000000,0.0000000000,-0.0017453293,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,211,238
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,209,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,213,239
-0.0990000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-424,210,234
-0.1000000000,0.0250000000,-0.9990000000,0.0034906585,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,210,235
-0.1000000000,0.0250000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-422,207,240
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,207,237
-0.0990000000,0.0240000000,-0.9990000000,0.0017453293,0.0017453293,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,208,240
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-422,209,240
-0.0990000000,0.0240000000,-0.9990000000,-0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-419,210,239
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-424,211,239
-0.0980000000,0.0240000000,-0.9990000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,209,236
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,0.0017453293,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,211,238
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,-0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,207,237
-0.0990000000,0.0240000000,-0.9990000000,-0.0034906585,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,211,236
-0.0990000000,0.0240000000,-0.9990000000,0.0017453293,0.0000000000,-0.0034906585,0.0989601686,3.1168089782,2.3230332344,-418,211,237
-0.0990000000,0.0240000000,-0.9990000000,0.0017453293,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-417,209,236
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,205,236
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-424,208,232
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,-0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-423,211,233
-0.1000000000,0.0240000000,-1.0000000000,0.0017453293,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,208,238
-0.0990000000,0.0240000000,-1.0000000000,-0.0017453293,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,209,236
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,208,235
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0034906585,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,208,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-416,205,238
-0.0990000000,0.0230000000,-1.0000000000,-0.0017453293,0.0000000000,0.0034906585,0.0989601686,3.1168089782,2.3230332344,-417,210,240
-0.0990000000,0.0230000000,-0.9990000000,-0.0017453293,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-422,211,238
-0.0990000000,0.0230000000,-0.9990000000,0.0034906585,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-412,210,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-416,210,242
-0.0990000000,0.0240000000,-1.0000000000,0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-416,208,237
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0034906585,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-418,210,237
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,209,239
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-418,211,236
-0.0980000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,212,238
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,210,235
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,211,242
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,209,237
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-419,211,239
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-421,213,240
-0.0990000000,0.0250000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,212,241
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-422,213,239
-0.0980000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,208,236
-0.0990000000,0.0230000000,-1.0000000000,0.0000000000,0.0017453293,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-422,211,238
-0.0980000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,212,239
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-420,207,236
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-419,211,237
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,-0.0034906585,0.0989601686,3.1168089782,2.3230332344,-420,208,236
-0.1000000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-423,209,235
-0.1000000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-423,209,237
-0.0990000000,0.0250000000,-0.9990000000,-0.0034906585,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,208,234
-0.0990000000,0.0250000000,-0.9990000000,0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-418,209,237
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-416,208,238
-0.0990000000,0.0250000000,-0.9990000000,0.0000000000,0.0000000000,-0.0034906585,0.0989601686,3.1168089782,2.3230332344,-420,210,238
-0.0990000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,-0.0017453293,0.0989601686,3.1168089782,2.3230332344,-421,208,240
-0.1000000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-421,209,236
-0.1000000000,0.0240000000,-1.0000000000,-0.0017453293,0.0000000000,0.0017453293,0.0989601686,3.1168089782,2.3230332344,-422,209,238
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,210,237
-0.1000000000,0.0230000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-417,208,240
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,-0.0017453293,0.0000000000,0.0989601686,3.1168089782,2.3230332344,-420,212,239
-0.1000000000,0.0240000000,-0.9990000000,-0.0017453293,0.0017453293,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-422,209,239
-0.0990000000,0.0240000000,-0.9990000000,0.0017453293,0.0000000000,0.0017453293,0.0991347015,3.1168089782,2.3230332344,-417,212,237
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0017453293,0.0991347015,3.1168089782,2.3230332344,-419,208,236
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-420,211,236
-0.0990000000,0.0230000000,-0.9980000000,0.0000000000,0.0000000000,0.0017453293,0.0991347015,3.1168089782,2.3230332344,-423,213,238
-0.0990000000,0.0230000000,-0.9990000000,-0.0017453293,-0.0017453293,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-423,212,235
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-419,213,234
-0.1000000000,0.0240000000,-0.9980000000,0.0000000000,-0.0034906585,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-420,209,237
-0.1000000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-419,213,237
-0.1000000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0017453293,0.0991347015,3.1168089782,2.3230332344,-419,208,238
-0.0990000000,0.0250000000,-1.0000000000,-0.0034906585,-0.0017453293,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-418,213,235
-0.1000000000,0.0250000000,-1.0000000000,0.0017453293,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-418,209,236
-0.0990000000,0.0240000000,-1.0000000000,0.0017453293,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-420,210,236
-0.0990000000,0.0240000000,-1.0000000000,0.0017453293,0.0017453293,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-423,211,239
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-418,214,237
-0.0990000000,0.0240000000,-0.9990000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-424,214,235
-0.0990000000,0.0240000000,-1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0991347015,3.1168089782,2.3230332344,-419,214,235
